what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1373017491738
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373017496785
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1373017502754
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1373017542711
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1373017555517
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373017569882
executed,command,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.junitShortcut.run",1373017575341
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373017575404
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373017577728
activated,view,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.ResultView",1373017578165
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373017589613
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373017609110
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1373017609126
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373017880629
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018253861
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373018255454
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373018395144
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373018395253
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018399908
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018404657
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1373018404688
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018417404
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018419123
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1373018419264
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373018424092
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373018425607
executed,command,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.junitShortcut.run",1373018434513
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018434575
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018437528
activated,view,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.ResultView",1373018437981
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018447184
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018448559
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373018448621
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373018450512
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1373018451965
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1373018458808
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018460370
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018483619
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1373018488806
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018491197
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018500290
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1373018503930
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018505914
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018508133
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018508149
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018522413
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1373018527726
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373018529241
executed,command,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.junitShortcut.run",1373018533803
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018533866
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018535553
activated,view,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.ResultView",1373018535959
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018547568
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018567145
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1373018567161
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1373018666685
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373018670795
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373018672998
activated,view,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.ResultView",1373018674060
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018686700
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018686715
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018686778
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018689465
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373018690309
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018690934
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1373018760338
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1373018762119
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1373018766775
